user_id,comic_id,favorite,wishlist,read,view,purchase,score,title
1,48,0,1,0,1,0,1.07,Locke & Key Vol.1
1,49,0,1,1,1,0,2.5,Spider-Man: Blue
1,50,0,1,1,1,0,2.5,Green Lantern: Blackest Night
1,51,0,1,0,1,1,2.5,One Piece Vol.2
1,52,0,0,0,1,1,1.79,Watchmen
1,53,1,0,1,0,1,3.93,X-Men: Dark Phoenix Saga
1,54,1,0,0,1,0,1.43,Batman: Hush
1,55,0,1,1,0,0,2.14,K-On! Vol.2
1,56,0,1,1,1,1,3.93,Invincible Vol.2
1,57,1,0,1,1,0,2.86,Iron Man (2020) #5
1,58,1,0,1,1,0,2.86,Batman: Hush
1,59,1,1,0,1,1,3.57,Tokyo Ghoul Vol.2
1,60,1,1,0,1,0,2.14,Saga Vol.1
1,61,1,1,0,0,0,1.79,Thor: God of Thunder
1,62,1,0,0,1,0,1.43,Nightwing (2016) #8
1,63,0,0,1,1,0,1.79,Dragon Ball Vol.10
1,64,1,0,1,1,1,4.29,Invincible Vol.2
1,65,1,0,1,1,0,2.86,Avengers: Endgame Prelude
1,66,0,0,0,0,1,1.43,Nightwing (2016) #8
1,67,0,1,0,0,0,0.71,My Hero Academia Vol.1
1,68,1,0,0,0,1,2.5,Sandman Vol.1
1,69,1,0,0,1,0,1.43,Avengers: Endgame Prelude
1,70,1,1,0,1,0,2.14,Nightwing (2016) #8
1,71,1,1,1,1,0,3.57,One Piece Vol.2
1,72,0,0,0,0,0,0.0,Invincible Vol.2
1,73,1,0,0,0,1,2.5,Doctor Strange (2016) #3
1,74,0,0,1,0,0,1.43,Justice League: Origin
1,75,1,1,0,0,1,3.21,Bleach Vol.5
1,76,1,1,1,0,1,4.64,Sandman Vol.1
1,77,1,0,0,1,0,1.43,Wolverine: Origins
1,78,1,0,0,1,0,1.43,Nightwing (2016) #8
1,79,1,1,0,1,1,3.57,One Punch Man Vol.1
1,80,1,0,0,0,1,2.5,Invincible Vol.2
1,81,0,1,1,0,0,2.14,Black Panther (2018) #2
1,82,1,0,0,0,1,2.5,The Flash: Rebirth
1,83,1,1,0,1,1,3.57,Dragon Ball Vol.10
1,84,1,0,0,0,0,1.07,Sandman Vol.1
1,85,0,0,0,1,0,0.36,Spider-Man: Blue
1,86,1,1,1,0,1,4.64,Nightwing (2016) #8
1,87,1,0,1,1,0,2.86,Nichijou Vol.1
1,88,1,1,0,0,0,1.79,Locke & Key Vol.1
1,89,1,0,0,0,0,1.07,Venom (2018) #1
1,90,1,1,1,0,0,3.21,Green Lantern: Blackest Night
1,91,0,0,0,0,0,0.0,My Hero Academia Vol.1
1,92,1,0,0,1,0,1.43,The Walking Dead Vol.1
1,93,0,1,0,1,1,2.5,X-Men: Dark Phoenix Saga
1,94,1,1,0,0,0,1.79,Green Lantern: Blackest Night
1,95,0,1,1,0,1,3.57,Naruto Vol.1
1,96,1,1,1,1,1,5.0,300
1,97,0,0,0,1,0,0.36,Iron Man (2020) #5
1,98,0,1,0,0,1,2.14,Batman: Hush
1,99,0,1,0,1,1,2.5,Attack on Titan Vol.3
1,100,1,1,0,1,0,2.14,Locke & Key Vol.1
1,101,0,0,0,0,0,0.0,Wolverine: Origins
1,102,0,0,1,0,1,2.86,Justice League: Origin
1,103,1,1,1,0,0,3.21,Bleach Vol.5
1,104,1,0,0,1,0,1.43,Saga Vol.1
1,105,1,0,1,1,0,2.86,Wolverine: Origins
1,106,1,1,1,0,0,3.21,Wonder Woman (2017) #4
1,107,0,0,0,0,1,1.43,My Hero Academia Vol.1
1,108,0,1,0,1,1,2.5,Watchmen
1,109,0,1,0,0,0,0.71,Thor: God of Thunder
1,110,1,0,0,0,0,1.07,Wonder Woman (2017) #4
1,111,1,0,0,0,0,1.07,Tokyo Ghoul Vol.2
1,112,0,1,0,1,0,1.07,Sandman Vol.1
1,113,1,0,1,1,1,4.29,Black Panther (2018) #2
1,114,1,1,1,0,1,4.64,Shazam! (2019) #1
1,115,0,1,0,1,0,1.07,Attack on Titan Vol.3
1,116,0,1,1,0,1,3.57,Invincible Vol.2
1,117,0,1,0,1,0,1.07,X-Men: Dark Phoenix Saga
1,118,0,1,1,0,1,3.57,Wonder Woman (2017) #4
1,119,0,0,0,1,0,0.36,Chainsaw Man Vol.1
1,120,0,1,0,1,0,1.07,The Walking Dead Vol.1
1,121,0,1,1,0,0,2.14,Iron Man (2020) #5
1,122,1,0,1,0,1,3.93,Green Lantern: Blackest Night
1,123,1,1,1,1,0,3.57,Tokyo Ghoul Vol.2
1,124,0,0,1,1,0,1.79,Saga Vol.1
1,125,1,0,1,0,1,3.93,Wolverine: Origins
1,126,1,0,0,0,0,1.07,Green Lantern: Blackest Night
1,127,1,1,1,0,1,4.64,Attack on Titan Vol.3
1,128,0,1,1,0,1,3.57,Sandman Vol.1
1,129,0,1,1,1,1,3.93,Venom (2018) #1
1,130,1,0,1,1,1,4.29,Aquaman (2018) #6
1,131,1,1,1,1,1,5.0,Nichijou Vol.1
1,132,0,0,1,0,1,2.86,Hellboy: Seed of Destruction
1,133,0,1,0,0,0,0.71,Avengers: Endgame Prelude
1,134,1,0,1,1,0,2.86,Batman: Hush
1,135,0,0,0,0,0,0.0,Nichijou Vol.1
1,136,0,1,1,0,0,2.14,Invincible Vol.2
1,137,0,0,1,0,0,1.43,Iron Man (2020) #5
1,138,0,1,0,1,1,2.5,Batman: Hush
1,139,1,0,0,0,1,2.5,Bleach Vol.5
1,140,1,0,0,1,1,2.86,Saga Vol.1
1,141,0,0,0,1,1,1.79,Captain America (2019) #10
1,142,0,1,0,0,0,0.71,Nightwing (2016) #8
1,143,0,1,0,0,1,2.14,Tokyo Ghoul Vol.2
1,144,0,1,0,0,1,2.14,Sin City: The Hard Goodbye
1,145,1,0,0,0,0,1.07,X-Men: Dark Phoenix Saga
1,146,0,0,1,1,0,1.79,Green Lantern: Blackest Night
1,147,1,1,0,0,1,3.21,Attack on Titan Vol.3
1,148,1,1,1,1,1,5.0,Sandman Vol.1
1,149,1,0,1,1,1,4.29,Venom (2018) #1
1,150,0,1,1,1,0,2.5,Aquaman (2018) #6
1,151,0,1,0,1,1,2.5,Bleach Vol.5
1,152,0,0,0,1,0,0.36,Watchmen
1,153,0,0,0,0,0,0.0,Wolverine: Origins
1,154,0,1,0,1,0,1.07,Justice League: Origin
1,155,0,1,0,1,0,1.07,One Piece Vol.2
1,156,1,0,0,0,1,2.5,The Walking Dead Vol.1
1,157,1,0,0,0,0,1.07,Thor: God of Thunder
1,158,1,0,0,1,1,2.86,Green Lantern: Blackest Night
1,159,0,0,1,1,1,3.21,Attack on Titan Vol.3
1,160,1,0,1,0,1,3.93,Hellboy: Seed of Destruction
1,161,0,1,1,0,0,2.14,Venom (2018) #1
1,162,0,0,1,0,0,1.43,Superman: Red Son
1,163,0,0,0,0,0,0.0,Nichijou Vol.1
1,164,1,1,0,0,1,3.21,Saga Vol.1
1,165,0,1,1,0,0,2.14,Thor: God of Thunder
1,166,1,1,1,0,1,4.64,Justice League: Origin
1,167,1,1,0,0,1,3.21,Attack on Titan Vol.3
1,168,1,0,0,1,1,2.86,Locke & Key Vol.1
1,169,1,0,0,0,1,2.5,Black Panther (2018) #2
1,170,1,1,1,0,1,4.64,Batman: Hush
1,171,0,1,0,0,1,2.14,My Hero Academia Vol.1
1,172,1,1,0,1,0,2.14,Sandman Vol.1
1,173,0,1,0,0,0,0.71,Doctor Strange (2016) #3
1,174,0,1,0,1,1,2.5,Aquaman (2018) #6
1,175,0,0,0,1,0,0.36,One Piece Vol.2
1,176,0,1,0,0,0,0.71,Saga Vol.1
1,177,1,1,1,1,1,5.0,Doctor Strange (2016) #3
1,178,1,0,0,0,0,1.07,Wonder Woman (2017) #4
1,179,1,0,0,0,1,2.5,Nichijou Vol.1
1,180,0,1,1,0,0,2.14,Invincible Vol.2
1,181,0,1,1,1,0,2.5,Spider-Man: Blue
1,182,1,1,1,1,0,3.57,Aquaman (2018) #6
1,183,0,1,0,1,0,1.07,K-On! Vol.2
1,184,0,1,0,1,0,1.07,Sandman Vol.1
1,185,1,1,1,1,0,3.57,Captain America (2019) #10
1,186,1,1,1,0,1,4.64,Nightwing (2016) #8
1,187,1,1,1,0,0,3.21,Attack on Titan Vol.3
1,188,1,1,0,0,1,3.21,Locke & Key Vol.1
1,189,0,0,0,1,0,0.36,Iron Man (2020) #5
1,190,1,0,0,0,0,1.07,Justice League: Origin
1,191,1,1,0,0,1,3.21,Nichijou Vol.1
1,192,1,0,0,0,0,1.07,Sin City: The Hard Goodbye
1,193,1,0,1,1,1,4.29,Wolverine: Origins
1,194,0,1,1,1,1,3.93,Justice League: Origin
1,195,1,0,0,0,0,1.07,Attack on Titan Vol.3
1,196,1,1,0,1,0,2.14,Saga Vol.1
1,197,0,1,0,1,1,2.5,Thor: God of Thunder
1,198,0,0,1,1,1,3.21,Shazam! (2019) #1
1,199,0,1,1,1,0,2.5,K-On! Vol.2
1,200,0,1,1,0,0,2.14,Saga Vol.1
1,201,1,1,0,0,0,1.79,Black Panther (2018) #2
1,202,1,0,0,1,0,1.43,Batman: Hush
1,203,1,1,1,1,1,5.0,Nichijou Vol.1
1,204,1,0,1,1,0,2.86,300
1,205,1,1,1,1,0,3.57,Iron Man (2020) #5
1,206,0,0,1,1,0,1.79,Shazam! (2019) #1
1,207,0,1,1,1,1,3.93,One Piece Vol.2
1,208,1,1,1,1,1,5.0,Sandman Vol.1
1,209,1,0,1,0,1,3.93,Captain America (2019) #10
1,210,1,0,1,1,0,2.86,Wonder Woman (2017) #4
1,211,0,1,0,1,1,2.5,K-On! Vol.2
1,212,0,1,0,0,1,2.14,The Walking Dead Vol.1
1,213,1,1,1,0,1,4.64,Black Panther (2018) #2
1,214,0,0,0,1,1,1.79,Aquaman (2018) #6
1,215,0,0,0,0,1,1.43,K-On! Vol.2
1,216,1,0,0,1,1,2.86,The Walking Dead Vol.1
1,217,0,0,1,0,1,2.86,Black Panther (2018) #2
1,218,1,1,0,1,0,2.14,Aquaman (2018) #6
1,219,1,1,0,0,1,3.21,Bleach Vol.5
1,220,0,0,1,0,1,2.86,Locke & Key Vol.1
1,221,0,1,0,1,0,1.07,Thor: God of Thunder
1,222,1,1,1,1,0,3.57,Shazam! (2019) #1
1,223,1,0,0,1,1,2.86,Naruto Vol.1
1,224,0,1,0,1,1,2.5,Locke & Key Vol.1
1,225,0,0,0,0,1,1.43,Captain America (2019) #10
1,226,0,1,0,1,1,2.5,Green Lantern: Blackest Night
1,227,1,0,0,1,1,2.86,Dragon Ball Vol.10
1,228,0,0,0,1,0,0.36,Invincible Vol.2
1,229,0,1,0,0,0,0.71,Doctor Strange (2016) #3
1,230,0,1,0,1,0,1.07,Batman: Hush
1,231,1,0,0,1,0,1.43,Tokyo Ghoul Vol.2
1,232,1,1,0,1,0,2.14,The Walking Dead Vol.1
1,233,0,1,0,1,0,1.07,Avengers: Endgame Prelude
1,234,1,1,1,0,1,4.64,The Joker: Killing Joke
1,235,1,1,1,0,1,4.64,Bleach Vol.5
1,236,1,0,1,1,0,2.86,The Walking Dead Vol.1
1,237,0,1,0,0,1,2.14,Iron Man (2020) #5
1,238,0,1,0,0,0,0.71,Superman: Red Son
1,239,1,1,0,1,0,2.14,Bleach Vol.5
1,240,0,1,1,0,0,2.14,Kick-Ass Vol.1
1,241,1,1,0,1,0,2.14,Venom (2018) #1
1,242,0,0,0,0,0,0.0,Shazam! (2019) #1
1,243,1,0,0,1,0,1.43,One Punch Man Vol.1
1,244,1,1,1,0,0,3.21,Watchmen
1,245,1,0,0,0,1,2.5,Iron Man (2020) #5
1,246,1,0,1,0,0,2.5,Nightwing (2016) #8
1,247,0,0,0,0,0,0.0,Naruto Vol.1
1,248,0,0,0,1,1,1.79,Kick-Ass Vol.1
1,249,0,1,1,1,1,3.93,X-Men: Dark Phoenix Saga
1,250,1,1,0,0,0,1.79,Batman: Hush
1,251,1,0,1,1,0,2.86,Tokyo Ghoul Vol.2
1,252,1,0,1,1,1,4.29,Saga Vol.1
1,253,1,0,1,0,0,2.5,Venom (2018) #1
1,254,1,1,0,0,0,1.79,Batman: Hush
1,255,1,1,1,0,1,4.64,K-On! Vol.2
1,256,0,1,0,1,0,1.07,300
1,257,1,1,0,1,1,3.57,Captain America (2019) #10
1,258,1,0,1,0,0,2.5,Green Lantern: Blackest Night
1,259,0,0,1,0,0,1.43,Nichijou Vol.1
1,260,1,0,1,1,1,4.29,Watchmen
1,261,1,1,1,0,1,4.64,Spider-Man: Blue
1,262,1,1,0,0,1,3.21,Nightwing (2016) #8
1,263,0,0,0,0,0,0.0,Dragon Ball Vol.10
1,264,1,1,1,0,0,3.21,Sin City: The Hard Goodbye
1,265,0,0,0,0,0,0.0,Venom (2018) #1
1,266,1,1,1,1,1,5.0,Wonder Woman (2017) #4
1,267,1,0,1,0,1,3.93,One Punch Man Vol.1
1,268,1,1,1,1,0,3.57,300
1,269,0,1,1,1,1,3.93,Thor: God of Thunder
1,270,0,1,1,0,1,3.57,Nightwing (2016) #8
1,271,1,0,0,1,0,1.43,Nichijou Vol.1
1,272,0,1,0,1,0,1.07,The Walking Dead Vol.1
1,273,0,1,0,1,1,2.5,Doctor Strange (2016) #3
1,274,1,0,0,0,0,1.07,Green Lantern: Blackest Night
1,275,1,0,0,0,1,2.5,Chainsaw Man Vol.1
1,276,1,0,1,0,1,3.93,Kick-Ass Vol.1
1,277,1,0,1,1,1,4.29,Spider-Man: Blue
1,278,0,0,1,0,1,2.86,Aquaman (2018) #6
1,279,0,1,0,1,0,1.07,Tokyo Ghoul Vol.2
1,280,1,0,1,0,0,2.5,Sin City: The Hard Goodbye
1,281,0,1,1,1,1,3.93,Wolverine: Origins
1,282,1,1,1,1,1,5.0,Aquaman (2018) #6
1,283,0,0,1,1,1,3.21,Bleach Vol.5
1,284,0,1,0,0,0,0.71,Sin City: The Hard Goodbye
1,285,1,1,0,1,0,2.14,Doctor Strange (2016) #3
1,286,1,1,1,1,0,3.57,Shazam! (2019) #1
1,287,0,0,1,1,1,3.21,Nichijou Vol.1
1,288,0,1,0,1,0,1.07,Hellboy: Seed of Destruction
1,289,0,1,0,1,0,1.07,Captain America (2019) #10
1,290,1,0,0,0,0,1.07,The Flash: Rebirth
1,291,0,0,1,1,1,3.21,Bleach Vol.5
1,292,0,0,1,1,1,3.21,Locke & Key Vol.1
1,293,1,0,0,0,0,1.07,Venom (2018) #1
1,294,1,1,1,1,0,3.57,Aquaman (2018) #6
1,295,1,0,0,1,1,2.86,Demon Slayer Vol.3
1,296,1,1,0,0,0,1.79,Invincible Vol.2
1,297,0,1,0,1,1,2.5,Avengers: Endgame Prelude
1,298,1,1,1,0,0,3.21,Batman: Hush
1,299,1,0,0,0,1,2.5,One Punch Man Vol.1
1,300,1,1,0,1,0,2.14,Kick-Ass Vol.1
1,301,0,0,0,0,1,1.43,X-Men: Dark Phoenix Saga
1,302,0,1,0,0,1,2.14,The Flash: Rebirth
1,303,0,0,1,0,0,1.43,My Hero Academia Vol.1
1,304,0,0,0,0,1,1.43,Sandman Vol.1
1,305,0,1,0,1,1,2.5,Black Panther (2018) #2
1,306,1,0,0,0,0,1.07,Shazam! (2019) #1
1,307,1,1,1,0,0,3.21,Bleach Vol.5
1,308,0,0,1,1,1,3.21,Sin City: The Hard Goodbye
1,309,0,1,1,1,0,2.5,X-Men: Dark Phoenix Saga
1,310,0,1,0,0,0,0.71,Superman: Red Son
1,311,1,0,0,1,0,1.43,Dragon Ball Vol.10
1,312,0,0,0,0,0,0.0,300
1,313,1,1,1,1,1,5.0,Avengers: Endgame Prelude
1,314,0,0,0,0,0,0.0,Nightwing (2016) #8
1,315,0,1,0,1,1,2.5,Tokyo Ghoul Vol.2
1,316,0,1,1,1,0,2.5,Kick-Ass Vol.1
1,317,0,1,1,1,0,2.5,Thor: God of Thunder
1,318,1,1,0,1,0,2.14,Green Lantern: Blackest Night
1,319,1,0,0,1,0,1.43,Tokyo Ghoul Vol.2
1,320,1,1,1,1,1,5.0,Sin City: The Hard Goodbye
1,321,0,0,1,1,0,1.79,Wolverine: Origins
1,322,1,0,0,1,0,1.43,Aquaman (2018) #6
1,323,1,1,0,0,0,1.79,Nichijou Vol.1
1,324,1,0,1,0,0,2.5,Kick-Ass Vol.1
1,325,1,1,1,0,1,4.64,Spider-Man: Blue
1,326,0,0,1,0,0,1.43,Superman: Red Son
1,327,0,0,1,0,1,2.86,Bleach Vol.5
1,328,1,1,0,0,0,1.79,Locke & Key Vol.1
1,329,1,1,1,1,0,3.57,Black Panther (2018) #2
1,330,1,1,0,0,1,3.21,Batman: Hush
1,331,0,1,0,0,1,2.14,Bleach Vol.5
1,332,0,0,0,1,1,1.79,Watchmen
1,333,0,1,1,0,0,2.14,Captain America (2019) #10
1,334,0,1,1,0,0,2.14,The Flash: Rebirth
1,335,1,0,0,1,0,1.43,Tokyo Ghoul Vol.2
1,336,1,0,1,0,1,3.93,Sandman Vol.1
1,337,1,0,1,0,0,2.5,Captain America (2019) #10
1,338,0,1,0,1,1,2.5,The Flash: Rebirth
1,339,0,0,1,0,0,1.43,Demon Slayer Vol.3
1,340,1,0,0,0,1,2.5,Sin City: The Hard Goodbye
1,341,1,0,1,1,1,4.29,Venom (2018) #1
1,342,0,1,0,1,0,1.07,Wonder Woman (2017) #4
1,343,0,0,0,1,1,1.79,Nichijou Vol.1
1,344,1,1,1,0,1,4.64,Sin City: The Hard Goodbye
1,345,1,1,0,0,1,3.21,Iron Man (2020) #5
1,346,0,1,1,0,0,2.14,Superman: Red Son
1,347,1,1,0,0,1,3.21,Bleach Vol.5
1,348,1,0,0,1,1,2.86,Sin City: The Hard Goodbye
1,349,0,1,0,0,0,0.71,Wolverine: Origins
1,350,1,1,0,1,0,2.14,The Flash: Rebirth
1,351,0,0,1,1,0,1.79,One Punch Man Vol.1
1,352,0,1,0,0,0,0.71,300
1,353,0,0,0,1,1,1.79,Thor: God of Thunder
1,354,1,0,0,1,0,1.43,Green Lantern: Blackest Night
1,355,0,1,1,1,1,3.93,Chainsaw Man Vol.1
1,356,0,1,1,0,0,2.14,300
1,357,1,1,1,0,0,3.21,Avengers: Endgame Prelude
1,358,0,0,1,1,0,1.79,Wonder Woman (2017) #4
1,359,1,1,0,0,1,3.21,K-On! Vol.2
1,360,1,0,0,1,1,2.86,Locke & Key Vol.1
1,361,1,1,0,1,1,3.57,Thor: God of Thunder
1,362,1,1,1,1,1,5.0,Nightwing (2016) #8
1,363,0,1,0,0,1,2.14,One Punch Man Vol.1
1,364,1,0,1,1,0,2.86,Sandman Vol.1
1,365,0,0,0,0,0,0.0,Iron Man (2020) #5
1,366,0,0,0,1,0,0.36,The Flash: Rebirth
1,367,0,0,1,1,1,3.21,Tokyo Ghoul Vol.2
1,368,1,1,1,1,0,3.57,Invincible Vol.2
1,369,1,1,1,0,1,4.64,Spider-Man: Blue
1,370,1,0,1,1,1,4.29,Superman: Red Son
1,371,0,1,1,1,0,2.5,Nichijou Vol.1
1,372,1,0,0,1,0,1.43,Hellboy: Seed of Destruction
1,373,0,0,1,0,0,1.43,Iron Man (2020) #5
1,374,1,0,0,1,1,2.86,Wonder Woman (2017) #4
1,375,0,0,1,1,1,3.21,My Hero Academia Vol.1
1,376,0,0,1,0,1,2.86,Sandman Vol.1
1,377,1,1,0,1,0,2.14,Spider-Man: Blue
1,378,1,0,1,0,0,2.5,Wonder Woman (2017) #4
1,379,1,0,0,0,0,1.07,One Punch Man Vol.1
1,380,0,1,0,1,0,1.07,Sandman Vol.1
1,381,0,1,1,0,1,3.57,Thor: God of Thunder
1,382,1,1,0,0,0,1.79,The Flash: Rebirth
1,383,0,0,0,0,0,0.0,Attack on Titan Vol.3
1,384,1,0,1,1,0,2.86,Watchmen
1,385,0,0,1,0,0,1.43,Iron Man (2020) #5
1,386,1,1,1,1,1,5.0,Shazam! (2019) #1
1,387,0,1,1,0,1,3.57,Dragon Ball Vol.10
1,388,1,0,1,1,0,2.86,300
1,389,0,1,0,0,0,0.71,Thor: God of Thunder
1,390,0,0,1,1,1,3.21,Justice League: Origin
1,391,0,0,0,1,0,0.36,One Punch Man Vol.1
1,392,0,1,0,1,1,2.5,Saga Vol.1
1,393,1,0,0,0,0,1.07,Doctor Strange (2016) #3
1,394,0,0,0,1,1,1.79,Wonder Woman (2017) #4
1,395,1,0,1,0,0,2.5,K-On! Vol.2
1,396,1,1,1,1,1,5.0,Sin City: The Hard Goodbye
1,397,0,1,0,1,1,2.5,Venom (2018) #1
1,398,1,0,1,0,0,2.5,Batman: Hush
1,399,1,0,1,1,0,2.86,One Punch Man Vol.1
1,400,1,1,0,0,1,3.21,Sin City: The Hard Goodbye
1,401,0,0,0,0,0,0.0,Avengers: Endgame Prelude
1,402,0,0,0,1,1,1.79,Green Lantern: Blackest Night
1,403,1,1,1,1,0,3.57,Bleach Vol.5
1,404,0,0,0,0,1,1.43,Sin City: The Hard Goodbye
1,405,0,0,1,1,0,1.79,Venom (2018) #1
1,406,0,1,1,0,1,3.57,Nightwing (2016) #8
1,407,0,0,0,0,1,1.43,Nichijou Vol.1
1,408,0,0,1,0,0,1.43,Locke & Key Vol.1
1,409,0,0,0,1,1,1.79,Wolverine: Origins
1,410,1,0,1,1,1,4.29,Superman: Red Son
1,411,0,0,0,1,0,0.36,One Punch Man Vol.1
1,412,0,0,0,1,1,1.79,Locke & Key Vol.1
1,413,1,1,1,0,1,4.64,X-Men: Dark Phoenix Saga
1,414,1,1,1,1,0,3.57,Superman: Red Son
1,415,1,0,1,1,1,4.29,Nichijou Vol.1
1,416,0,0,1,0,0,1.43,The Walking Dead Vol.1
1,417,0,0,0,0,1,1.43,Spider-Man: Blue
1,418,1,0,1,1,1,4.29,The Joker: Killing Joke
1,419,1,0,0,0,0,1.07,Dragon Ball Vol.10
1,420,0,0,0,1,0,0.36,Sin City: The Hard Goodbye
1,421,0,1,0,1,0,1.07,Iron Man (2020) #5
1,422,1,0,0,1,0,1.43,Batman: Hush
1,423,1,1,1,1,0,3.57,My Hero Academia Vol.1
1,424,0,0,1,1,0,1.79,Kick-Ass Vol.1
1,425,0,1,0,0,0,0.71,Avengers: Endgame Prelude
1,426,0,0,0,1,1,1.79,The Flash: Rebirth
1,427,1,0,0,1,1,2.86,My Hero Academia Vol.1
1,428,1,1,1,0,0,3.21,Hellboy: Seed of Destruction
1,429,0,0,1,1,1,3.21,Thor: God of Thunder
1,430,0,1,0,1,0,1.07,Aquaman (2018) #6
1,431,0,1,1,1,0,2.5,Naruto Vol.1
1,432,0,0,1,0,1,2.86,The Walking Dead Vol.1
1,433,0,1,1,0,1,3.57,Iron Man (2020) #5
1,434,0,1,0,0,1,2.14,Wonder Woman (2017) #4
1,435,0,1,1,0,1,3.57,One Piece Vol.2
1,436,0,1,0,1,0,1.07,Saga Vol.1
1,437,1,1,1,1,0,3.57,X-Men: Dark Phoenix Saga
1,438,0,0,1,1,1,3.21,Aquaman (2018) #6
1,439,0,1,1,1,1,3.93,Tokyo Ghoul Vol.2
1,440,0,0,1,0,0,1.43,Kick-Ass Vol.1
1,441,1,1,0,0,0,1.79,Captain America (2019) #10
1,442,1,1,0,0,0,1.79,Aquaman (2018) #6
1,443,0,1,0,1,0,1.07,My Hero Academia Vol.1
1,444,0,0,1,0,0,1.43,The Walking Dead Vol.1
1,445,0,1,0,0,0,0.71,Thor: God of Thunder
1,446,1,0,0,1,1,2.86,Green Lantern: Blackest Night
1,447,0,1,0,1,0,1.07,Naruto Vol.1
1,448,1,1,1,0,0,3.21,Sin City: The Hard Goodbye
1,449,1,0,0,1,1,2.86,X-Men: Dark Phoenix Saga
1,450,1,1,0,1,1,3.57,Green Lantern: Blackest Night
1,451,1,0,1,1,0,2.86,Bleach Vol.5
1,452,1,1,0,0,0,1.79,Locke & Key Vol.1
1,453,1,1,0,0,0,1.79,Iron Man (2020) #5
1,454,0,1,0,1,0,1.07,The Joker: Killing Joke
1,455,1,0,1,0,1,3.93,K-On! Vol.2
1,456,0,0,1,0,0,1.43,Sin City: The Hard Goodbye
1,457,0,0,1,1,1,3.21,Spider-Man: Blue
1,458,1,1,0,0,1,3.21,The Joker: Killing Joke
1,459,0,0,0,0,1,1.43,Attack on Titan Vol.3
1,460,1,0,0,1,1,2.86,Sandman Vol.1
1,461,0,0,1,1,1,3.21,X-Men: Dark Phoenix Saga
1,462,0,0,1,1,1,3.21,The Flash: Rebirth
1,463,0,1,1,1,0,2.5,K-On! Vol.2
1,464,0,1,1,1,0,2.5,Saga Vol.1
1,465,0,1,1,1,1,3.93,Doctor Strange (2016) #3
1,466,0,1,1,0,0,2.14,The Joker: Killing Joke
1,467,0,1,1,1,0,2.5,K-On! Vol.2
1,468,1,0,1,0,0,2.5,Hellboy: Seed of Destruction
1,469,0,1,0,0,0,0.71,Venom (2018) #1
1,470,1,1,1,1,1,5.0,Aquaman (2018) #6
1,471,0,0,0,0,1,1.43,Nichijou Vol.1
